latitude,longitude,lease,operator,fake_number
33.168426,-97.297797,PIRKLE LORENE,DEVON ENERGY PRODUCTION COMPANY L P,14
33.182455,-97.245066,PORTER JOHN W,DEVON ENERGY PRODUCTION COMPANY L P,20
33.211264,-97.274251,SANDFIELD L P,DEVON ENERGY PRODUCTION COMPANY L P,65
33.157551,-97.323468,MOORE GORDON F,DEVON ENERGY PRODUCTION COMPANY L P,30
33.171633,-97.250192,COLE TRUSTS 576 B GU,DEVON ENERGY PRODUCTION COMPANY L P,65
33.241067,-97.163189,PARKS,EAGLERIDGE OPERATING LLC,35
33.032673,-97.310124,MARTIN,ENERVEST OPERATING LLC,74
33.214935,-97.353439,DUNN B,ENERVEST OPERATING LLC,20
33.194354,-97.295445,SWAFFORD DON,DEVON ENERGY PRODUCTION COMPANY L P,19
33.059019,-97.349708,ADAMS CORINNE,DEVON ENERGY PRODUCTION COMPANY L P,85
33.068820,-97.256111,GIBBS UNIT,AETHON ENERGY OPERATING LLC,84
33.159572,-97.322945,DCCO 3-GORDON MOORE,DEVON ENERGY PRODUCTION COMPANY L P,24
33.146407,-97.273422,SEALS G T,DEVON ENERGY PRODUCTION COMPANY L P,42
33.146422,-97.273294,SEALS G T,DEVON ENERGY PRODUCTION COMPANY L P,37
33.116961,-97.125748,BAILEY-FOWLER UNIT,XTO ENERGY INCORPORATED,1
33.153746,-97.364022,SMITH PEGGY GU A,DEVON ENERGY PRODUCTION COMPANY L P,24
33.159517,-97.382367,PEGGY SMITH GU B,DEVON ENERGY PRODUCTION COMPANY L P,23
33.085044,-97.166866,WALLING,EAGLERIDGE OPERATING LLC,30
33.046291,-97.344945,ADAMS CORINNE,DEVON ENERGY PRODUCTION COMPANY L P,22
33.194764,-97.361343,DUNN `C`,ENERVEST OPERATING LLC,96
33.105854,-97.357917,DCCO 4-FRAZIER JAMES GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,47
33.105744,-97.357920,DCCO 4-FRAZIER JAMES GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,2
33.102811,-97.254205,BINGHAM,ARP BARNETT LLC,24
33.195447,-97.352107,DUNN `C`,ENERVEST OPERATING LLC,93
33.049960,-97.357051,TALLY FAYE,DEVON ENERGY PRODUCTION COMPANY L P,2
33.117074,-97.125747,BAILEY FOWLER UNIT,XTO ENERGY INCORPORATED,61
33.000733,-97.279194,ALLIANCE-HUGG UNIT,BLUESTONE NATURAL RES II LLC,49
33.000540,-97.279194,ALLIANCE-HUGG UNIT,BLUESTONE NATURAL RES II LLC,87
33.000350,-97.279194,ALLIANCE-HUGG UNIT,BLUESTONE NATURAL RES II LLC,12
33.004773,-97.376117,TCU,DEVON ENERGY PRODUCTION COMPANY L P,92
33.004770,-97.375987,TCU,DEVON ENERGY PRODUCTION COMPANY L P,55
33.201872,-97.312587,EDWARDS F M GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,68
33.241148,-97.163280,PARKS,EAGLERIDGE OPERATING LLC,25
33.111105,-97.127154,MADEWELL,XTO ENERGY INCORPORATED,84
33.068881,-97.255959,GIBBS UNIT,AETHON ENERGY OPERATING LLC,54
33.158765,-97.112447,OTOOLE UNIT,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,32
33.074478,-97.342453,BANNER,DEVON ENERGY PRODUCTION COMPANY L P,64
33.074435,-97.349536,BANNER,DEVON ENERGY PRODUCTION COMPANY L P,14
33.144558,-97.123748,TUCKER-CAMPBELL UNIT,EAGLERIDGE OPERATING LLC,15
33.144480,-97.123641,TUCKER-CAMPBELL UNIT,EAGLERIDGE OPERATING LLC,14
33.117003,-97.370515,DCCO 2-GRAHAM RANCH,DEVON ENERGY PRODUCTION COMPANY L P,27
33.109004,-97.315676,PENNINGTON HENRY,DEVON ENERGY PRODUCTION COMPANY L P,4
33.109018,-97.315545,PENNINGTON HENRY,DEVON ENERGY PRODUCTION COMPANY L P,78
33.180447,-97.325441,RIGGS J H GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,14
33.064781,-97.372611,HADDOCK E L GU,DEVON ENERGY PRODUCTION COMPANY L P,32
33.067348,-97.370669,HADDOCK E L GU,DEVON ENERGY PRODUCTION COMPANY L P,24
33.065433,-97.170542,CROW-WRIGHT,RED OAK GAS OPERATING COMPANY LP,70
33.151939,-97.114385,ACME UNIT,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,24
33.245961,-97.162871,BRAEWOOD,EAGLERIDGE OPERATING LLC,65
33.147170,-97.353578,DCCO 1-TED MORRIS,DEVON ENERGY PRODUCTION COMPANY L P,32
33.147479,-97.353143,DCCO 1-TED MORRIS,DEVON ENERGY PRODUCTION COMPANY L P,43
33.366349,-97.359397,BOHN TINA,DEVON ENERGY PRODUCTION COMPANY L P,30
33.083470,-97.339637,BANNER,DEVON ENERGY PRODUCTION COMPANY L P,65
33.084440,-97.255280,GIBBS HOMER,AETHON ENERGY OPERATING LLC,6
33.000023,-97.272257,ALLIANCE-TECH CENTER,BLUESTONE NATURAL RES II LLC,50
32.995269,-97.343302,ALLIANCE,BLUESTONE NATURAL RES II LLC,37
33.200561,-97.376525,MCRAE,AETHON ENERGY OPERATING LLC,67
33.110260,-97.372744,DCCO 4-GRAHAM SHOOP,DEVON ENERGY PRODUCTION COMPANY L P,54
32.999090,-97.341118,ALLIANCE,BLUESTONE NATURAL RES II LLC,81
33.144146,-97.286593,SEALS G T,DEVON ENERGY PRODUCTION COMPANY L P,47
33.148450,-97.287662,SEALES G T,DEVON ENERGY PRODUCTION COMPANY L P,42
33.065434,-97.170541,CROW-WRIGHT,RED OAK GAS OPERATING COMPANY LP,5
33.041673,-97.116943,WILSON SAM UNIT 3,EAGLERIDGE OPERATING LLC,93
33.041675,-97.116848,SAM WILSON UNIT 5,EAGLERIDGE OPERATING LLC,20
33.116604,-97.310431,SANDERS FRED GU,DEVON ENERGY PRODUCTION COMPANY L P,98
33.116601,-97.310300,SANDERS FRED GU,DEVON ENERGY PRODUCTION COMPANY L P,41
33.178478,-97.347303,DUNN HOBBY `D`,DEVON ENERGY PRODUCTION COMPANY L P,58
33.142524,-97.284507,SEALS G T,DEVON ENERGY PRODUCTION COMPANY L P,51
33.255702,-97.285578,MUNSON,EAGLERIDGE OPERATING LLC,14
33.152171,-97.114352,ACME UNIT,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,87
33.255750,-97.282787,MUNSON,EAGLERIDGE OPERATING LLC,7
33.117087,-97.370419,DCCO 2 - DCCO 4 (SA),DEVON ENERGY PRODUCTION COMPANY L P,62
33.114685,-97.104122,FINKE UNIT,XTO ENERGY INCORPORATED,38
33.145472,-97.345667,DCCO 1 - TED MORRIS,DEVON ENERGY PRODUCTION COMPANY L P,49
33.145397,-97.345665,DCCO 1-MORRIS TED,DEVON ENERGY PRODUCTION COMPANY L P,46
33.148425,-97.298337,DCCO 3 - SH GRIFFIN ESTATE,DEVON ENERGY PRODUCTION COMPANY L P,39
33.169276,-97.388072,MERRITT MARCIA,AETHON ENERGY OPERATING LLC,37
33.271751,-97.339848,BICKLE UNIT,CONOCOPHILLIPS COMPANY,17
33.019616,-97.360858,COLE TRUST TWO,ENERVEST OPERATING LLC,51
33.019554,-97.360858,COLE TRUST TWO,ENERVEST OPERATING LLC,99
33.199707,-97.204679,CITY OF DENTON - AIRPORT,EAGLERIDGE OPERATING LLC,42
33.042449,-97.354496,DAY-ADAMS,DEVON ENERGY PRODUCTION COMPANY L P,2
33.129325,-97.097691,MARTIN,ENERVEST OPERATING LLC,43
33.051550,-97.275687,FOSTER,ENERVEST OPERATING LLC,76
33.051488,-97.275688,FOSTER,ENERVEST OPERATING LLC,37
33.242270,-97.247001,MYERS FAMILY TRUST,DEVON ENERGY PRODUCTION COMPANY L P,19
33.089725,-97.116276,WHYBURN UNIT,RED OAK GAS OPERATING COMPANY LP,69
33.086789,-97.382909,TURNER `A`,ENERVEST OPERATING LLC,2
33.097822,-97.336321,SHOOP GLENN P `B`,DEVON ENERGY PRODUCTION COMPANY L P,90
33.083307,-97.139050,RACHWAL,ENERVEST OPERATING LLC,23
33.083230,-97.139090,RACHWAL,ENERVEST OPERATING LLC,82
33.083220,-97.139190,RACHWAL,ENERVEST OPERATING LLC,78
33.163632,-97.380245,MERRITT MARCIA,AETHON ENERGY OPERATING LLC,50
33.158766,-97.112659,OTOOLE UNIT,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,97
33.112899,-97.299999,CALLAGHAN JOHN C,DEVON ENERGY PRODUCTION COMPANY L P,89
33.050484,-97.169266,CROW-WRIGHT,RED OAK GAS OPERATING COMPANY LP,37
33.266459,-97.271703,MCDONALD GEORGE,DEVON ENERGY PRODUCTION COMPANY L P,92
33.047548,-97.358309,ADAMS CORINNE TRUST,DEVON ENERGY PRODUCTION COMPANY L P,92
33.247447,-97.193961,BAKER RANCH,ENERVEST OPERATING LLC,69
33.081152,-97.273145,ARNOLD-TALLEY,AETHON ENERGY OPERATING LLC,9
33.081242,-97.273142,ARNOLD-TALLEY,AETHON ENERGY OPERATING LLC,41
33.015994,-97.313031,ALLIANCE-COMMERCE `A`,BLUESTONE NATURAL RES II LLC,8
33.015986,-97.312575,ALLIANCE-COMMERCE,BLUESTONE NATURAL RES II LLC,35
33.015992,-97.312803,ALLIANCE-COMMERCE,BLUESTONE NATURAL RES II LLC,71
33.089678,-97.116277,RAYZOR SOUTH,RED OAK GAS OPERATING COMPANY LP,96
33.201392,-97.206462,GLOSSER,ENERVEST OPERATING LLC,70
33.104854,-97.130000,RAYZOR-SOUTH UNIT,RED OAK GAS OPERATING COMPANY LP,30
33.135942,-97.369805,DCCO 2 - SULLIVAN P G,DEVON ENERGY PRODUCTION COMPANY L P,16
33.093020,-97.217853,MCCUTCHIN,XTO ENERGY INCORPORATED,81
32.999175,-97.339525,ALLIANCE,BLUESTONE NATURAL RES II LLC,13
33.122861,-97.238968,RCB LTD,DEVON ENERGY PRODUCTION COMPANY L P,5
33.173391,-97.297840,MASSEY GEORGIA GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,46
33.185960,-97.157280,CHAMBERLAIN-ELDER UNIT,EAGLERIDGE OPERATING LLC,79
33.151763,-97.114185,ACME,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,54
33.141809,-97.309234,BURNS ANNA BETH,DEVON ENERGY PRODUCTION COMPANY L P,11
33.153755,-97.308557,BURNS ANNA BETH,DEVON ENERGY PRODUCTION COMPANY L P,7
33.102872,-97.254203,BINGHAM UNIT,ARP BARNETT LLC,23
33.063419,-97.388802,EGELSTON TRUSTEE,DEVON ENERGY PRODUCTION COMPANY L P,67
33.043478,-97.334490,SANDFORD W R,DEVON ENERGY PRODUCTION COMPANY L P,46
33.177230,-97.312829,PIRKLE LORENE,DEVON ENERGY PRODUCTION COMPANY L P,70
33.168559,-97.297767,PIRKLE LORENE,DEVON ENERGY PRODUCTION COMPANY L P,53
33.024669,-97.302467,BEECHWOOD,XTO ENERGY INCORPORATED,26
33.024642,-97.302467,BEECHWOOD,XTO ENERGY INCORPORATED,50
33.022869,-97.314222,WEIL LYNNE,DEVON ENERGY PRODUCTION COMPANY L P,34
33.144203,-97.351971,DCCO 1-SULLIVAN P G `A`,DEVON ENERGY PRODUCTION COMPANY L P,73
33.017958,-97.280832,BEECHWOOD,XTO ENERGY INCORPORATED,93
33.042482,-97.161734,ARMSTRONG-HUGGINS,EXPRO ENGINEERING INCORPORATED,7
33.072551,-97.241029,FAVOR-WHITEHALL,AETHON ENERGY OPERATING LLC,76
33.132339,-97.335502,DCCO 1 - DCTC,DEVON ENERGY PRODUCTION COMPANY L P,36
33.127979,-97.333289,DCCO 1 - DCTC,DEVON ENERGY PRODUCTION COMPANY L P,68
33.132448,-97.335497,DCCO 1 - DCTC,DEVON ENERGY PRODUCTION COMPANY L P,25
33.068931,-97.129410,WILLIS UNIT,XTO ENERGY INCORPORATED,11
33.017865,-97.280737,BEECHWOOD,XTO ENERGY INCORPORATED,77
33.143416,-97.266974,SEALS G T,DEVON ENERGY PRODUCTION COMPANY L P,75
33.143417,-97.267108,SEALS G T,DEVON ENERGY PRODUCTION COMPANY L P,74
33.176361,-97.309703,PIRKLE LORENE,DEVON ENERGY PRODUCTION COMPANY L P,59
33.161643,-97.381733,MERRITT MARCIA,AETHON ENERGY OPERATING LLC,26
33.136735,-97.312970,DCCO 3 - NALER MAE C,DEVON ENERGY PRODUCTION COMPANY L P,49
33.140303,-97.310678,DCCO 3 - NALER MAE C,DEVON ENERGY PRODUCTION COMPANY L P,90
33.140303,-97.310558,DCCO 3-NALER MAE C,DEVON ENERGY PRODUCTION COMPANY L P,61
33.136953,-97.329262,DCCO 1-DCTC,DEVON ENERGY PRODUCTION COMPANY L P,42
33.164823,-97.280387,BLALOCK BOB GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,78
33.079722,-97.381353,TURNER `A`,ENERVEST OPERATING LLC,47
33.033005,-97.298922,MITCHELL,DEVON ENERGY PRODUCTION COMPANY L P,57
33.093380,-97.356849,DCCO 4 - JAMES FRAZIER GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,14
33.093261,-97.356848,DCCO 4 - FRAZIER JAMES,DEVON ENERGY PRODUCTION COMPANY L P,5
33.033007,-97.299180,MITCHELL,DEVON ENERGY PRODUCTION COMPANY L P,47
33.033007,-97.299049,MITCHELL,DEVON ENERGY PRODUCTION COMPANY L P,77
33.255943,-97.287117,MUNSON,EAGLERIDGE OPERATING LLC,90
33.255731,-97.277089,MUNSON,EAGLERIDGE OPERATING LLC,75
33.104909,-97.130000,RAYZOR-NORTH UNIT,RED OAK GAS OPERATING COMPANY LP,55
33.243577,-97.235629,USA TRUST,XTO ENERGY INCORPORATED,15
33.255751,-97.279226,MUNSON,EAGLERIDGE OPERATING LLC,91
33.139265,-97.354532,DCCO 1- SULLIVAN P G `A`,DEVON ENERGY PRODUCTION COMPANY L P,34
33.106826,-97.375164,DCCO 4 - GRAHAM HEIRS,DEVON ENERGY PRODUCTION COMPANY L P,30
33.103497,-97.375200,DCCO 4 - GRAHAM HEIRS,DEVON ENERGY PRODUCTION COMPANY L P,4
33.205043,-97.388873,MCRAE,AETHON ENERGY OPERATING LLC,62
33.094380,-97.374747,DCCO 4 - MCCURDY ANNA,DEVON ENERGY PRODUCTION COMPANY L P,36
33.046644,-97.354606,DAY-ADAMS,DEVON ENERGY PRODUCTION COMPANY L P,45
33.046690,-97.354339,DAY-ADAMS,DEVON ENERGY PRODUCTION COMPANY L P,3
33.087060,-97.256610,MERRELL GAS UNIT,AETHON ENERGY OPERATING LLC,97
33.087120,-97.256610,MERRELL GAS UNIT,AETHON ENERGY OPERATING LLC,23
33.101241,-97.375948,DCCO 4 - GRAHAM HEIRS,DEVON ENERGY PRODUCTION COMPANY L P,3
33.101226,-97.375817,DCCO 4 - GRAHAM HEIRS,DEVON ENERGY PRODUCTION COMPANY L P,34
33.101229,-97.375690,DCCO 4 - GRAHAM HEIRS,DEVON ENERGY PRODUCTION COMPANY L P,5
33.012004,-97.311364,ALLIANCE-COMMERCE,BLUESTONE NATURAL RES II LLC,12
33.091298,-97.362051,DCCO 4 - FRAZIER JAMES GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,17
33.103485,-97.375327,DCCO 4 - GRAHAM HEIRS,DEVON ENERGY PRODUCTION COMPANY L P,66
33.091226,-97.361872,DCCO 4 - FRAZIER JAMES GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,77
33.012048,-97.311572,ALLIANCE-COMMERCE UNIT,BLUESTONE NATURAL RES II LLC,55
33.092717,-97.368014,DCCO 4 - SHOOP GRAHAM,DEVON ENERGY PRODUCTION COMPANY L P,61
33.093372,-97.190047,LUNT UNIT,XTO ENERGY INCORPORATED,92
32.995937,-97.280572,ALLIANCE-TCS,BLUESTONE NATURAL RES II LLC,81
32.995824,-97.280566,ALLIANCE-TCS,BLUESTONE NATURAL RES II LLC,76
33.106798,-97.252122,READ,DEVON ENERGY PRODUCTION COMPANY L P,68
33.060466,-97.288795,SMITH H A,DEVON ENERGY PRODUCTION COMPANY L P,80
33.075319,-97.371831,HAMILTON CLARENCE L,DEVON ENERGY PRODUCTION COMPANY L P,89
32.991292,-97.377956,BLAKLEY ESTATE GAS UNIT `C`,DEVON ENERGY PRODUCTION COMPANY L P,93
33.114652,-97.393335,DCCO 4-SHOOP `C` SA,DEVON ENERGY PRODUCTION COMPANY L P,28
33.190547,-97.367512,MCRAE,AETHON ENERGY OPERATING LLC,59
33.196947,-97.160049,CHAMBERLAIN-ELDER UNIT,EAGLERIDGE OPERATING LLC,82
33.118184,-97.327709,BAKER - DCCO 1 (SA),DEVON ENERGY PRODUCTION COMPANY L P,51
33.142517,-97.335097,DCCO 1 - HOSEK SHIRLEY M,DEVON ENERGY PRODUCTION COMPANY L P,89
33.080283,-97.339806,BANNER,DEVON ENERGY PRODUCTION COMPANY L P,20
33.080172,-97.339809,BANNER,DEVON ENERGY PRODUCTION COMPANY L P,28
33.065497,-97.342773,BANNER,DEVON ENERGY PRODUCTION COMPANY L P,42
33.065389,-97.342773,BANNER,DEVON ENERGY PRODUCTION COMPANY L P,83
33.093677,-97.347786,DCCO 4 - FRAZIER JAMES GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,33
33.093786,-97.347787,DCCO4 - FRAZIER JAMES GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,93
33.081069,-97.274631,ARNOLD-TALLEY GAS UNIT,AETHON ENERGY OPERATING LLC,100
33.097721,-97.354105,DCCO 4 - FRAZIER JAMES GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,55
33.097834,-97.354140,DCCO 4-FRAZIER JAMES GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,43
33.100184,-97.350770,DCCO 4-FRAZIER JAMES GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,31
33.100149,-97.350644,DCCO 4-FRAZIER JAMES GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,7
33.200904,-97.358159,DUNN `C`,ENERVEST OPERATING LLC,67
33.022881,-97.314372,WEIL LYNNE,DEVON ENERGY PRODUCTION COMPANY L P,75
33.124774,-97.340676,DCCO 1 - BAKER SA,DEVON ENERGY PRODUCTION COMPANY L P,40
33.124553,-97.340664,DCCO 1 - BAKER-SA,DEVON ENERGY PRODUCTION COMPANY L P,56
33.096824,-97.340591,SHOOP GLENN P `B`,DEVON ENERGY PRODUCTION COMPANY L P,36
33.115453,-97.362485,DCCO 2 - HARDEMAN C J,DEVON ENERGY PRODUCTION COMPANY L P,23
33.096715,-97.340590,SHOOP GLENN P `B`,DEVON ENERGY PRODUCTION COMPANY L P,60
33.093308,-97.190106,POCKRUS UNIT,XTO ENERGY INCORPORATED,88
33.346394,-97.361913,PAC GROUP UNIT,XTO ENERGY INCORPORATED,27
33.049860,-97.361912,TALLY FAYE S GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,45
33.049705,-97.362092,TALLY FAYE S GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,60
33.103594,-97.106174,COPPER BLUFF UNIT,ARP BARNETT LLC,63
33.103725,-97.106515,COPPER BLUFF UNIT,ARP BARNETT LLC,88
33.027996,-97.227745,HAMMACK - WILLIAMS,AETHON ENERGY OPERATING LLC,46
33.026286,-97.233458,HAMMACK - WILLIAMS,AETHON ENERGY OPERATING LLC,37
33.026244,-97.233495,HAMMACK - WILLIAMS,AETHON ENERGY OPERATING LLC,14
33.026197,-97.233532,HAMMACK - WILLIAMS,AETHON ENERGY OPERATING LLC,3
33.075320,-97.281090,DOWNE GAS UNIT,AETHON ENERGY OPERATING LLC,77
33.076120,-97.280110,DOWNE GAS UNIT,AETHON ENERGY OPERATING LLC,83
33.089017,-97.256649,MERRELL GAS UNIT,AETHON ENERGY OPERATING LLC,100
33.049679,-97.388393,FINLAYSON O T ESTATE,DEVON ENERGY PRODUCTION COMPANY L P,26
33.044468,-97.384875,FINLAYSON O T ESTATE,DEVON ENERGY PRODUCTION COMPANY L P,80
33.109630,-97.245084,READ,DEVON ENERGY PRODUCTION COMPANY L P,38
33.109571,-97.244787,READ,DEVON ENERGY PRODUCTION COMPANY L P,15
33.109353,-97.244782,READ,DEVON ENERGY PRODUCTION COMPANY L P,17
33.114381,-97.113816,MCCLENDON,JONES ENERGY LLC,94
33.094069,-97.388219,DCCO 4 WCCO 1 SA,DEVON ENERGY PRODUCTION COMPANY L P,15
33.117673,-97.348966,DCCO 2 - MINNERLY-PETERSON SA,DEVON ENERGY PRODUCTION COMPANY L P,8
33.164910,-97.280411,BLALOCK-PKF SA,DEVON ENERGY PRODUCTION COMPANY L P,73
33.027979,-97.227615,HAMMACK-WILLIAMS,AETHON ENERGY OPERATING LLC,71
33.068892,-97.129217,DICKINSON UNIT,XTO ENERGY INCORPORATED,28
33.051690,-97.393007,LOGAN JACKIE,DEVON ENERGY PRODUCTION COMPANY L P,69
33.051689,-97.392877,LOGAN JACKIE,DEVON ENERGY PRODUCTION COMPANY L P,73
33.115558,-97.362493,DCCO 2 PETERSON R `A` SA,DEVON ENERGY PRODUCTION COMPANY L P,74
33.114890,-97.351173,DCCO 2-PETERSON R `A` SA,DEVON ENERGY PRODUCTION COMPANY L P,77
33.083021,-97.147861,RACHWAL-XTO,ENERVEST OPERATING LLC,82
33.146524,-97.335665,DCCO 1 - MORRIS TED,DEVON ENERGY PRODUCTION COMPANY L P,16
33.098739,-97.389895,DCCO 4 WCCO 1 SA,DEVON ENERGY PRODUCTION COMPANY L P,76
33.188689,-97.169117,SPRINGSIDE B,EAGLERIDGE OPERATING LLC,80
33.020750,-97.395460,GARRETT RUFUS,DEVON ENERGY PRODUCTION COMPANY L P,22
33.020579,-97.363248,BECK FRED,DEVON ENERGY PRODUCTION COMPANY L P,4
33.228742,-97.383629,COLE TRUST STONY,ENERVEST OPERATING LLC,74
33.017510,-97.309949,BEECHWOOD,XTO ENERGY INCORPORATED,79
33.033669,-97.389676,GARRET RUFUS GAS UNIT `A`,DEVON ENERGY PRODUCTION COMPANY L P,58
33.172988,-97.299971,PIRKLE L-MASSEY SA,DEVON ENERGY PRODUCTION COMPANY L P,78
33.071224,-97.115732,MEECE NORTH,RED OAK GAS OPERATING COMPANY LP,55
33.146424,-97.393391,DCCO 2 - SHOOP `G` SA,DEVON ENERGY PRODUCTION COMPANY L P,68
33.098743,-97.389830,DCCO 4 - GRAHAM HEIRS,DEVON ENERGY PRODUCTION COMPANY L P,25
33.099115,-97.388693,DCCO 4 - GRAHAM HEIRS,DEVON ENERGY PRODUCTION COMPANY L P,52
33.198629,-97.370047,MCRAE,AETHON ENERGY OPERATING LLC,4
33.066137,-97.284125,SMITH H A,DEVON ENERGY PRODUCTION COMPANY L P,85
33.365913,-97.367320,BOHN TINA,DEVON ENERGY PRODUCTION COMPANY L P,78
33.127241,-97.388652,DCCO 2 SHOOP E-SHOOP G SA,DEVON ENERGY PRODUCTION COMPANY L P,87
32.996123,-97.293395,ALLIANCE-GRAPHICS UNIT,BLUESTONE NATURAL RES II LLC,49
33.198659,-97.228703,COLE TRUSTS 576 `A`,DEVON ENERGY PRODUCTION COMPANY L P,94
32.996739,-97.293208,ALLIANCE-GRAPHICS UNIT,BLUESTONE NATURAL RES II LLC,74
33.014414,-97.365268,TCU,DEVON ENERGY PRODUCTION COMPANY L P,2
33.012763,-97.365868,TCU,DEVON ENERGY PRODUCTION COMPANY L P,78
33.011689,-97.374270,TCU,DEVON ENERGY PRODUCTION COMPANY L P,85
33.139013,-97.298426,DCCO 3-GRIFFIN S H ESTATE,DEVON ENERGY PRODUCTION COMPANY L P,13
33.139068,-97.298421,DCCO 3 -GRIFFIN S H ESTATE,DEVON ENERGY PRODUCTION COMPANY L P,22
33.138903,-97.298428,DCCO 3-GRIFFIN S H ESTATE,DEVON ENERGY PRODUCTION COMPANY L P,9
33.038991,-97.378520,AAT-UP-VIC,DEVON ENERGY PRODUCTION COMPANY L P,33
33.038946,-97.378547,AAT-UP-VIC,DEVON ENERGY PRODUCTION COMPANY L P,74
33.040115,-97.371053,AAT-UP-VIC,DEVON ENERGY PRODUCTION COMPANY L P,77
33.001656,-97.371413,TCU,DEVON ENERGY PRODUCTION COMPANY L P,16
33.094832,-97.343694,SHOOP `B`-DCCO 4 SA,DEVON ENERGY PRODUCTION COMPANY L P,50
33.094941,-97.343697,SHOOP `B`-DCCO 4 SA,DEVON ENERGY PRODUCTION COMPANY L P,66
33.085342,-97.090808,METHODIST CHILDRENS UNIT,ARP BARNETT LLC,19
33.038890,-97.378574,AAT-UP-VIC,DEVON ENERGY PRODUCTION COMPANY L P,8
33.040151,-97.371051,AAT UP VIC,DEVON ENERGY PRODUCTION COMPANY L P,19
33.142215,-97.368809,DCCO 2-SULLIVAN P G,DEVON ENERGY PRODUCTION COMPANY L P,42
33.060409,-97.288795,SMITH H A,DEVON ENERGY PRODUCTION COMPANY L P,72
33.091169,-97.162689,FULLER FAMILY UNIT,XTO ENERGY INCORPORATED,28
33.228359,-97.328491,HARRISON UNIT,CONOCOPHILLIPS COMPANY,48
33.218667,-97.327290,HARRISON UNIT,CONOCOPHILLIPS COMPANY,46
33.387570,-97.373460,MCMURREY RANCH,CONOCOPHILLIPS COMPANY,86
33.109139,-97.380894,DCCO 4-DCCO 2-SHOOP C SA,DEVON ENERGY PRODUCTION COMPANY L P,44
33.066027,-97.284121,SMITH-MCPHERSON SA,DEVON ENERGY PRODUCTION COMPANY L P,3
33.032763,-97.310238,MARTIN A,ENERVEST OPERATING LLC,62
33.032740,-97.309916,MARTIN,ENERVEST OPERATING LLC,80
33.080854,-97.108554,BUTTON NORTH UNIT,RED OAK GAS OPERATING COMPANY LP,25
33.205193,-97.383634,MCRAE,AETHON ENERGY OPERATING LLC,40
33.099730,-97.382971,DCCO 4 - GRAHAM HEIRS,DEVON ENERGY PRODUCTION COMPANY L P,89
33.099707,-97.382976,DCCO 4 - GRAHAM HEIRS,DEVON ENERGY PRODUCTION COMPANY L P,14
33.099675,-97.382975,DCCO 4 - GRAHAM HEIRS,DEVON ENERGY PRODUCTION COMPANY L P,25
33.125399,-97.227874,COLE-LUKENS,DEVON ENERGY PRODUCTION COMPANY L P,9
33.218584,-97.189088,PADDOCK,EAGLERIDGE OPERATING LLC,52
33.099167,-97.388689,DCCO 4 WCCO 1 SA,DEVON ENERGY PRODUCTION COMPANY L P,66
33.103265,-97.108542,AUNE UNIT,RED OAK GAS OPERATING COMPANY LP,80
33.130195,-97.369080,DCCO 2 - HARDEMAN C J,DEVON ENERGY PRODUCTION COMPANY L P,82
33.174422,-97.275955,YOUNG JEAN,DEVON ENERGY PRODUCTION COMPANY L P,64
33.168036,-97.391824,POTTER H M GAS UNIT,AETHON ENERGY OPERATING LLC,91
33.049808,-97.361907,TALLY FAYE S GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,4
33.068576,-97.367025,HADDOCK E L,DEVON ENERGY PRODUCTION COMPANY L P,72
33.068520,-97.367025,HADDOCK E L,DEVON ENERGY PRODUCTION COMPANY L P,45
33.007201,-97.360760,TCU,DEVON ENERGY PRODUCTION COMPANY L P,64
33.116356,-97.234083,CALLAWAY P S GAS UNIT,DEVON ENERGY PRODUCTION COMPANY L P,49
33.014414,-97.365334,TCU-BECK SA,DEVON ENERGY PRODUCTION COMPANY L P,36
33.012743,-97.365933,TCU-BECK SA,DEVON ENERGY PRODUCTION COMPANY L P,33
33.328646,-97.352632,PENLEY MARY,DEVON ENERGY PRODUCTION COMPANY L P,8
33.097191,-97.339524,SHRYACK,DEVON ENERGY PRODUCTION COMPANY L P,43
33.195334,-97.348645,DUNN `C`,ENERVEST OPERATING LLC,69
